,Holder,Shares,Date Reported,% Out,Value,Target
0,"Vanguard Group, Inc. (The)",6423875.0,2022-06-29,0.10869999999999999,2537366386.0,SIVB
1,Blackrock Inc.,4574883.0,2022-06-29,0.0774,1807033036.0,SIVB
2,State Street Corporation,2816699.0,2022-06-29,0.04769999999999999,1112567938.0,SIVB
3,Capital International Investors,2572722.0,2022-06-29,0.0435,1016199462.0,SIVB
4,JP Morgan Chase & Company,2431504.0,2022-06-29,0.0412,960419764.0,SIVB
5,"Alecta Pensionsforsakring, Omsesidigt",2150000.0,2022-06-29,0.0364,849228500.0,SIVB
6,Capital Research Global Investors,1854206.0,2022-06-29,0.031400000000000004,732392827.0,SIVB
7,Morgan Stanley,1211199.0,2022-06-29,0.020499999999999997,478411493.0,SIVB
8,Royal Bank of Canada,1202991.0,2022-06-29,0.0204,475169415.0,SIVB
9,"Geode Capital Management, LLC",1181750.0,2022-06-29,0.02,466779432.0,SIVB
0,"Vanguard Group, Inc. (The)",62810512.0,2022-06-29,0.1304,1734826341.0,SYF
1,Capital World Investors,48263980.0,2022-06-29,0.1002,1333051127.0,SYF
2,Blackrock Inc.,43451061.0,2022-06-29,0.0902,1200118304.0,SYF
3,"FMR, LLC",25906496.0,2022-06-29,0.0538,715537419.0,SYF
4,State Street Corporation,22653121.0,2022-06-29,0.047,625679202.0,SYF
5,Bank of America Corporation,10347365.0,2022-06-29,0.0215,285794221.0,SYF
6,"Geode Capital Management, LLC",10142484.0,2022-06-29,0.021099999999999997,280135408.0,SYF
7,"Arrowstreet Capital, Limited Partnership",9948843.0,2022-06-29,0.0207,274787043.0,SYF
8,Goldman Sachs Group Inc,8547277.0,2022-06-29,0.0177,236075790.0,SYF
9,Par Capital Management Inc,8000000.0,2022-06-29,0.0166,220960000.0,SYF
0,"Vanguard Group, Inc. (The)",17522592.0,2022-06-29,0.11460000000000001,5321611190.0,SNPS
1,Blackrock Inc.,13369642.0,2022-06-29,0.0874,4060360275.0,SNPS
2,Price (T.Rowe) Associates Inc,11053415.0,2022-06-29,0.0723,3356922135.0,SNPS
3,State Street Corporation,6099521.0,2022-06-29,0.039900000000000005,1852424527.0,SNPS
4,JP Morgan Chase & Company,4753745.0,2022-06-29,0.0311,1443712356.0,SNPS
5,"Franklin Resources, Inc.",3726016.0,2022-06-29,0.024399999999999998,1131591059.0,SNPS
6,"FMR, LLC",3174803.0,2022-06-29,0.0208,964187671.0,SNPS
7,"Geode Capital Management, LLC",3052093.0,2022-06-29,0.02,926920644.0,SNPS
8,Pictet Asset Management SA,3022590.0,2022-06-29,0.019799999999999998,917960583.0,SNPS
9,Invesco Ltd.,2859727.0,2022-06-29,0.0187,868499089.0,SNPS
0,"Vanguard Group, Inc. (The)",46446544.0,2022-06-29,0.0917,3934486742.0,SYY
1,"Wellington Management Group, LLP",34214661.0,2022-06-29,0.0675,2898323933.0,SYY
2,Blackrock Inc.,31524222.0,2022-06-29,0.0622,2670416845.0,SYY
3,State Street Corporation,23843512.0,2022-06-29,0.0471,2019783901.0,SYY
4,JP Morgan Chase & Company,17115731.0,2022-06-29,0.0338,1449873573.0,SYY
5,"FMR, LLC",12638244.0,2022-06-29,0.024900000000000002,1070585649.0,SYY
6,Lazard Asset Management LLC,10930519.0,2022-06-29,0.0216,925924264.0,SYY
7,Invesco Ltd.,10148458.0,2022-06-29,0.02,859675877.0,SYY
8,"Trian Fund Management, LP",8793157.0,2022-06-29,0.0174,744868329.0,SYY
9,"Geode Capital Management, LLC",8346621.0,2022-06-29,0.0165,707042264.0,SYY
0,"Vanguard Group, Inc. (The)",47830459.0,2022-06-29,0.0381,6435109953.0,TMUS
1,Blackrock Inc.,41900775.0,2022-06-29,0.0334,5637330268.0,TMUS
2,Softbank Group Corporation,39771809.0,2022-06-29,0.0317,5350899182.0,TMUS
3,State Street Corporation,23682543.0,2022-06-29,0.0189,3186249335.0,TMUS
4,Norges Bank Investment Management,23356719.0,2021-12-30,0.018600000000000002,2708912269.0,TMUS
5,"FMR, LLC",20545642.0,2022-06-29,0.016399999999999998,2764210674.0,TMUS
6,Price (T.Rowe) Associates Inc,19846703.0,2022-06-29,0.0158,2670175421.0,TMUS
7,Dodge & Cox Inc,16703308.0,2022-06-29,0.013300000000000001,2247263058.0,TMUS
8,Royal Bank of Canada,11841505.0,2022-06-29,0.009399999999999999,1593156082.0,TMUS
9,"Geode Capital Management, LLC",11441982.0,2022-06-29,0.0091,1539404258.0,TMUS
0,"Vanguard Group, Inc. (The)",20382598.0,2022-06-29,0.09029999999999999,2315666958.0,TROW
1,Blackrock Inc.,19468583.0,2022-06-29,0.0863,2211825714.0,TROW
2,State Street Corporation,12811683.0,2022-06-29,0.056799999999999996,1455535305.0,TROW
3,JP Morgan Chase & Company,9716047.0,2022-06-29,0.0431,1103840099.0,TROW
4,"Sarofim, Fayez",9088337.0,2022-06-29,0.0403,1032525966.0,TROW
5,"Geode Capital Management, LLC",5298246.0,2022-06-29,0.0235,601933728.0,TROW
6,"Charles Schwab Investment Management, Inc.",3979761.0,2022-06-29,0.0176,452140647.0,TROW
7,"American Century Companies, Inc.",3520196.0,2022-06-29,0.015600000000000001,399929467.0,TROW
8,Bank Of New York Mellon Corporation,2929510.0,2022-06-29,0.013000000000000001,332821631.0,TROW
9,Morgan Stanley,2742228.0,2022-06-29,0.012199999999999999,311544523.0,TROW
0,"Vanguard Group, Inc. (The)",17576396.0,2022-06-29,0.1054,2153635801.0,TTWO
1,Blackrock Inc.,13337708.0,2022-06-29,0.08,1634269361.0,TTWO
2,Public Investment Fund,11414680.0,2022-06-29,0.06849999999999999,1398640740.0,TTWO
3,State Street Corporation,6753431.0,2022-06-29,0.0405,827497900.0,TTWO
4,"Ameriprise Financial, Inc.",5603588.0,2022-06-29,0.0336,686607637.0,TTWO
5,JP Morgan Chase & Company,3976540.0,2022-06-29,0.0239,487245446.0,TTWO
6,Capital World Investors,3751764.0,2022-06-29,0.0225,459703642.0,TTWO
7,"Geode Capital Management, LLC",3154703.0,2022-06-29,0.0189,386545758.0,TTWO
8,Massachusetts Financial Services Co.,3012916.0,2022-06-29,0.0181,369172597.0,TTWO
9,Invesco Ltd.,2612647.0,2022-06-29,0.015700000000000002,320127636.0,TTWO
0,"Vanguard Group, Inc. (The)",31787711.0,2022-06-29,0.1313,970160939.0,TPR
1,"FMR, LLC",14717967.0,2022-06-29,0.0608,449192352.0,TPR
2,Blackrock Inc.,14652557.0,2022-06-29,0.0605,447196039.0,TPR
3,JP Morgan Chase & Company,13769210.0,2022-06-29,0.056900000000000006,420236289.0,TPR
4,State Street Corporation,10282963.0,2022-06-29,0.0425,313836030.0,TPR
5,"Franklin Resources, Inc.",9825853.0,2022-06-29,0.0406,299885033.0,TPR
6,"Ameriprise Financial, Inc.",7249772.0,2022-06-29,0.03,221263041.0,TPR
7,"AllianceBernstein, L.P.",5747134.0,2022-06-29,0.023700000000000002,175402529.0,TPR
8,"American Century Companies, Inc.",5063236.0,2022-06-29,0.0209,154529962.0,TPR
9,"Geode Capital Management, LLC",5061156.0,2022-06-29,0.0209,154466481.0,TPR
0,Blackrock Inc.,24522411.0,2022-06-29,0.1082,1463252264.0,TRGP
1,"Vanguard Group, Inc. (The)",23387712.0,2022-06-29,0.1032,1395544775.0,TRGP
2,Blackstone Inc,10892038.0,2022-06-29,0.0481,649927907.0,TRGP
3,"Tortoise Capital Advisors, LLC",8943354.0,2022-06-29,0.0395,533649933.0,TRGP
4,State Street Corporation,8851859.0,2022-06-29,0.0391,528190426.0,TRGP
5,Goldman Sachs Group Inc,6033796.0,2022-06-29,0.026600000000000002,360036607.0,TRGP
6,Invesco Ltd.,5977901.0,2022-06-29,0.0264,356701352.0,TRGP
7,"Wellington Management Group, LLP",4523663.0,2022-06-29,0.02,269926971.0,TRGP
8,"Neuberger Berman Group, LLC",4399182.0,2022-06-29,0.0194,262499189.0,TRGP
9,"Kayne Anderson Capital Advisors, L.P.",4367531.0,2022-06-29,0.019299999999999998,260610574.0,TRGP
0,"Vanguard Group, Inc. (The)",42475475.0,2022-06-29,0.09230000000000001,5998811334.0,TGT
1,Blackrock Inc.,38655391.0,2022-06-29,0.084,5459300870.0,TGT
2,State Street Corporation,33339425.0,2022-06-29,0.0724,4708526992.0,TGT
3,Capital World Investors,15172758.0,2022-06-29,0.033,2142848612.0,TGT
4,Bank of America Corporation,12397531.0,2022-06-29,0.0269,1750903303.0,TGT
5,Wells Fargo & Company,10790018.0,2022-06-29,0.023399999999999997,1523874242.0,TGT
6,"Geode Capital Management, LLC",7921740.0,2022-06-29,0.0172,1118787340.0,TGT
7,"Ameriprise Financial, Inc.",7191903.0,2022-06-29,0.015600000000000001,1015712460.0,TGT
8,Massachusetts Financial Services Co.,6775981.0,2022-06-29,0.0147,956971796.0,TGT
9,Northern Trust Corporation,5901638.0,2022-06-29,0.0128,833488334.0,TGT
0,"Vanguard Group, Inc. (The)",27836048.0,2022-06-29,0.0821,3149648831.0,TEL
1,Price (T.Rowe) Associates Inc,25220247.0,2022-06-29,0.07440000000000001,2853670948.0,TEL
2,Blackrock Inc.,20786708.0,2022-06-29,0.0613,2352016010.0,TEL
3,Capital World Investors,18915729.0,2022-06-29,0.0558,2140314736.0,TEL
4,Dodge & Cox Inc,17088935.0,2022-06-29,0.0504,1933612995.0,TEL
5,State Street Corporation,11913786.0,2022-06-29,0.0352,1348044885.0,TEL
6,"ClearBridge Investments, LLC",10756755.0,2022-06-29,0.0317,1217126828.0,TEL
7,Harris Associates L.P.,8047140.0,2022-06-29,0.023700000000000002,910533891.0,TEL
8,Janus Henderson Group PLC,7128836.0,2022-06-29,0.021,806627793.0,TEL
9,"Ameriprise Financial, Inc.",6655247.0,2022-06-29,0.0196,753041198.0,TEL
0,Price (T.Rowe) Associates Inc,6312102.0,2022-06-29,0.13470000000000001,2367732581.0,TDY
1,"Vanguard Group, Inc. (The)",5176153.0,2022-06-29,0.1104,1941626751.0,TDY
2,Blackrock Inc.,3496590.0,2022-06-29,0.0746,1311605874.0,TDY
3,"Select Equity Group, Inc.",2380566.0,2022-06-29,0.0508,892974112.0,TDY
4,State Street Corporation,1824328.0,2022-06-29,0.038900000000000004,684323676.0,TDY
5,"FMR, LLC",1592405.0,2022-06-29,0.034,597327039.0,TDY
6,Janus Henderson Group PLC,1498950.0,2022-06-29,0.032,562271134.0,TDY
7,Kayne Anderson Rudnick Investment Management LLC,1243270.0,2022-06-29,0.0265,466363009.0,TDY
8,Invesco Ltd.,1078323.0,2022-06-29,0.023,404489740.0,TDY
9,"Geode Capital Management, LLC",898326.0,2022-06-29,0.0192,336971065.0,TDY
0,Price (T.Rowe) Associates Inc,8335146.0,2022-06-29,0.1777,2049195644.0,TFX
1,"Vanguard Group, Inc. (The)",5229070.0,2022-06-29,0.1115,1285566859.0,TFX
2,Blackrock Inc.,3698046.0,2022-06-29,0.0788,909164609.0,TFX
3,"Wellington Management Group, LLP",3009028.0,2022-06-29,0.0642,739769533.0,TFX
4,State Street Corporation,1977239.0,2022-06-29,0.042199999999999994,486104208.0,TFX
5,Janus Henderson Group PLC,1938772.0,2022-06-29,0.041299999999999996,476647096.0,TFX
6,Atlanta Capital Management Company LLC,1291514.0,2022-06-29,0.0275,317518716.0,TFX
7,"American Century Companies, Inc.",911383.0,2022-06-29,0.0194,224063510.0,TFX
8,"Geode Capital Management, LLC",907520.0,2022-06-29,0.019299999999999998,223113792.0,TFX
9,Ceredex Value Advisors LLC,779524.0,2022-06-29,0.0166,191645975.0,TFX
0,"Vanguard Group, Inc. (The)",18078829.0,2022-06-29,0.1041,1618959136.0,TER
1,Blackrock Inc.,13190397.0,2022-06-29,0.076,1181200051.0,TER
2,"FMR, LLC",9824549.0,2022-06-29,0.056600000000000004,879788362.0,TER
3,JP Morgan Chase & Company,8807605.0,2022-06-29,0.0507,788721027.0,TER
4,"Ameriprise Financial, Inc.",7010712.0,2022-06-29,0.0404,627809259.0,TER
5,State Street Corporation,6418042.0,2022-06-29,0.037000000000000005,574735661.0,TER
6,Baillie Gifford and Company,5815194.0,2022-06-29,0.0335,520750622.0,TER
7,Kayne Anderson Rudnick Investment Management LLC,4322557.0,2022-06-29,0.024900000000000002,387084979.0,TER
8,"Wellington Management Group, LLP",3967133.0,2022-06-29,0.022799999999999997,355256760.0,TER
9,"Geode Capital Management, LLC",3242917.0,2022-06-29,0.0187,290403217.0,TER
0,"Vanguard Group, Inc. (The)",204718584.0,2022-06-29,0.06480000000000001,45953862877.0,TSLA
1,Blackrock Inc.,166106253.0,2022-06-29,0.0526,37286424243.0,TSLA
2,State Street Corporation,95363172.0,2022-06-29,0.0302,21406489064.0,TSLA
3,Capital World Investors,90506664.0,2022-06-29,0.0287,20316332526.0,TSLA
4,Natixis,45814914.0,2022-06-29,0.014499999999999999,10284226446.0,TSLA
5,"Geode Capital Management, LLC",44250381.0,2022-06-29,0.013999999999999999,9933030509.0,TSLA
6,Price (T.Rowe) Associates Inc,42699258.0,2022-06-29,0.013500000000000002,9584844759.0,TSLA
7,"FMR, LLC",35508426.0,2022-06-29,0.011200000000000002,7970694733.0,TSLA
8,Jennison Associates LLC,29537760.0,2022-06-29,0.009399999999999999,6630439436.0,TSLA
9,Baillie Gifford and Company,28212912.0,2022-06-29,0.0089,6333046390.0,TSLA
0,"Vanguard Group, Inc. (The)",87000121.0,2022-06-29,0.09519999999999999,13367568591.0,TXN
1,Blackrock Inc.,77523193.0,2022-06-29,0.0848,11911438604.0,TXN
2,State Street Corporation,37538821.0,2022-06-29,0.041100000000000005,5767839846.0,TXN
3,"Wellington Management Group, LLP",34008283.0,2022-06-29,0.037200000000000004,5225372682.0,TXN
4,JP Morgan Chase & Company,25695403.0,2022-06-29,0.0281,3948098670.0,TXN
5,Bank of America Corporation,25508160.0,2022-06-29,0.0279,3919328784.0,TXN
6,Price (T.Rowe) Associates Inc,21113372.0,2022-06-29,0.0231,3244069607.0,TXN
7,"Geode Capital Management, LLC",19319911.0,2022-06-29,0.021099999999999997,2968504325.0,TXN
8,Bank Of New York Mellon Corporation,18256294.0,2022-06-29,0.02,2805079573.0,TXN
9,Massachusetts Financial Services Co.,17782051.0,2022-06-29,0.0195,2732212136.0,TXN
0,Price (T.Rowe) Associates Inc,33548770.0,2022-06-29,0.1586,2048823383.0,TXT
1,"Vanguard Group, Inc. (The)",23618711.0,2022-06-29,0.1117,1442394680.0,TXT
2,Blackrock Inc.,16698863.0,2022-06-29,0.0789,1019799563.0,TXT
3,Invesco Ltd.,9343476.0,2022-06-29,0.044199999999999996,570606079.0,TXT
4,State Street Corporation,9082962.0,2022-06-29,0.0429,554696489.0,TXT
5,Boston Partners,6605955.0,2022-06-29,0.031200000000000002,403425671.0,TXT
6,Adage Capital Partners GP L.L.C.,6190951.0,2022-06-29,0.029300000000000003,378081377.0,TXT
7,Victory Capital Management Inc.,5748798.0,2022-06-29,0.027200000000000002,351079093.0,TXT
8,Primecap Management Company,5362740.0,2022-06-29,0.0254,327502531.0,TXT
9,"Geode Capital Management, LLC",4193137.0,2022-06-29,0.019799999999999998,256074876.0,TXT
0,"Vanguard Group, Inc. (The)",31760066.0,2022-06-29,0.08109999999999999,17254608656.0,TMO
1,Blackrock Inc.,30433250.0,2022-06-29,0.07769999999999999,16533776060.0,TMO
2,State Street Corporation,16023439.0,2022-06-29,0.0409,8705213939.0,TMO
3,Capital World Investors,13989619.0,2022-06-29,0.035699999999999996,7600280210.0,TMO
4,Price (T.Rowe) Associates Inc,12746817.0,2022-06-29,0.0325,6925090739.0,TMO
5,Massachusetts Financial Services Co.,10599890.0,2022-06-29,0.0271,5758708239.0,TMO
6,"FMR, LLC",9983833.0,2022-06-29,0.0255,5424016792.0,TMO
7,Morgan Stanley,9943825.0,2022-06-29,0.0254,5402281246.0,TMO
8,Capital Research Global Investors,8744534.0,2022-06-29,0.0223,4750730431.0,TMO
9,"Geode Capital Management, LLC",6640467.0,2022-06-29,0.0169,3607632911.0,TMO
0,"Wellington Management Group, LLP",102541948.0,2022-06-29,0.0883,5726967795.0,TJX
1,"Vanguard Group, Inc. (The)",89761728.0,2022-06-29,0.07730000000000001,5013192508.0,TJX
2,Blackrock Inc.,76014530.0,2022-06-29,0.0655,4245411500.0,TJX
3,State Street Corporation,45287934.0,2022-06-29,0.039,2529331113.0,TJX
4,"FMR, LLC",32148799.0,2022-06-29,0.0277,1795510424.0,TJX
5,Bank Of New York Mellon Corporation,30154111.0,2022-06-29,0.026000000000000002,1684107099.0,TJX
6,JP Morgan Chase & Company,25748787.0,2022-06-29,0.0222,1438069753.0,TJX
7,Bank of America Corporation,22311298.0,2022-06-29,0.0192,1246085993.0,TJX
8,Price (T.Rowe) Associates Inc,20320455.0,2022-06-29,0.0175,1134897411.0,TJX
9,"Geode Capital Management, LLC",19842570.0,2022-06-29,0.0171,1108207534.0,TJX
0,"Vanguard Group, Inc. (The)",12865255.0,2022-06-29,0.1159,2493929681.0,TSCO
1,Blackrock Inc.,11020103.0,2022-06-29,0.0993,2136246966.0,TSCO
2,State Street Corporation,4629976.0,2022-06-29,0.0417,897520847.0,TSCO
3,"ClearBridge Investments, LLC",2501482.0,2022-06-29,0.0225,484912285.0,TSCO
4,"Geode Capital Management, LLC",2268538.0,2022-06-29,0.0204,439756091.0,TSCO
5,"Select Equity Group, Inc.",2262752.0,2022-06-29,0.0204,438634475.0,TSCO
6,Invesco Ltd.,1942577.0,2022-06-29,0.0175,376568551.0,TSCO
7,Bank of America Corporation,1658041.0,2022-06-29,0.0149,321411247.0,TSCO
8,Nordea Investment Management AB,1510112.0,2022-09-29,0.013600000000000001,280699618.0,TSCO
9,Morgan Stanley,1464116.0,2022-06-29,0.0132,283818886.0,TSCO
0,JP Morgan Chase & Company,20163515.0,2022-06-29,0.087,2618635693.0,TT
1,Blackrock Inc.,18952489.0,2022-06-29,0.0818,2461359746.0,TT
2,"Vanguard Group, Inc. (The)",18428683.0,2022-06-29,0.0795,2393333061.0,TT
3,State Street Corporation,9783214.0,2022-06-29,0.042199999999999994,1270546002.0,TT
4,"Ameriprise Financial, Inc.",7228234.0,2022-06-29,0.031200000000000002,938730749.0,TT
5,"Wellington Management Group, LLP",5735060.0,2022-06-29,0.0248,744812242.0,TT
6,Massachusetts Financial Services Co.,5505515.0,2022-06-29,0.023799999999999998,715001233.0,TT
7,Generation Investment Management LLP,5256231.0,2022-06-29,0.0227,682626719.0,TT
8,"Geode Capital Management, LLC",4490984.0,2022-06-29,0.0194,583244092.0,TT
9,Bank Of New York Mellon Corporation,3620299.0,2022-06-29,0.015600000000000001,470168231.0,TT
0,Capital International Investors,6538533.0,2022-06-29,0.1206,3509034505.0,TDG
1,"Vanguard Group, Inc. (The)",5560948.0,2022-06-29,0.1025,2984393963.0,TDG
2,Blackrock Inc.,4729596.0,2022-06-29,0.0872,2538232285.0,TDG
3,"Principal Financial Group, Inc.",3257661.0,2022-06-29,0.0601,1748288928.0,TDG
4,State Street Corporation,2065951.0,2022-06-29,0.0381,1108733923.0,TDG
5,Stockbridge Partners LLC,1602348.0,2022-06-29,0.029500000000000002,859932101.0,TDG
6,AltaRock Partners LLC,1458679.0,2022-06-29,0.0269,782829258.0,TDG
7,Capital Research Global Investors,1350810.0,2022-06-29,0.024900000000000002,724939202.0,TDG
8,"Vulcan Value Partners, LLC",1230172.0,2022-06-29,0.0227,660196407.0,TDG
9,Matrix Capital Management,1094900.0,2022-06-29,0.0202,587599983.0,TDG
0,"Vanguard Group, Inc. (The)",21816276.0,2022-06-29,0.0931,3689786759.0,TRV
1,"FMR, LLC",21571444.0,2022-06-29,0.092,3648378323.0,TRV
2,Blackrock Inc.,19035791.0,2022-06-29,0.0812,3219523331.0,TRV
3,State Street Corporation,16547530.0,2022-06-29,0.0706,2798683748.0,TRV
4,Massachusetts Financial Services Co.,8064790.0,2022-06-29,0.0344,1363997932.0,TRV
5,Price (T.Rowe) Associates Inc,7376802.0,2022-06-29,0.0315,1247638522.0,TRV
6,Capital International Investors,6140726.0,2022-06-29,0.0262,1038580988.0,TRV
7,JP Morgan Chase & Company,4758188.0,2022-06-29,0.0203,804752336.0,TRV
8,"ClearBridge Investments, LLC",4326859.0,2022-06-29,0.018500000000000003,731801662.0,TRV
9,"Geode Capital Management, LLC",4345479.0,2022-06-29,0.018500000000000003,734950863.0,TRV
0,"Vanguard Group, Inc. (The)",27793043.0,2022-06-29,0.11220000000000001,1618388893.0,TRMB
1,Blackrock Inc.,19515908.0,2022-06-29,0.0788,1136411322.0,TRMB
2,Capital International Investors,15943711.0,2022-06-29,0.0644,928402291.0,TRMB
3,State Street Corporation,9920640.0,2022-06-29,0.0401,577678867.0,TRMB
4,Impax Asset Management Group Plc,9256274.0,2022-06-29,0.0374,538992835.0,TRMB
5,"Select Equity Group, Inc.",8157044.0,2022-06-29,0.0329,474984672.0,TRMB
6,Primecap Management Company,5596876.0,2022-06-29,0.0226,325906089.0,TRMB
7,"Geode Capital Management, LLC",5029104.0,2022-06-29,0.0203,292844725.0,TRMB
8,"Sumitomo Mitsui Trust Holdings, Inc.",4494627.0,2022-09-29,0.0181,243923407.0,TRMB
9,King Luther Capital Management,4057768.0,2022-06-29,0.016399999999999998,236283830.0,TRMB
0,"Vanguard Group, Inc. (The)",119837620.0,2022-06-29,0.09029999999999999,5683898316.0,TFC
1,Blackrock Inc.,96605399.0,2022-06-29,0.0728,4581994074.0,TFC
2,JP Morgan Chase & Company,61793570.0,2022-06-29,0.0466,2930869025.0,TFC
3,State Street Corporation,59133220.0,2022-06-29,0.0446,2804688624.0,TFC
4,Bank of America Corporation,36632732.0,2022-06-29,0.0276,1737490478.0,TFC
5,Massachusetts Financial Services Co.,23402058.0,2022-06-29,0.0176,1109959610.0,TFC
6,Capital International Investors,22549001.0,2022-06-29,0.017,1069499117.0,TFC
7,"Geode Capital Management, LLC",22386556.0,2022-06-29,0.0169,1061794351.0,TFC
8,"Wellington Management Group, LLP",19600325.0,2022-06-29,0.0148,929643414.0,TFC
9,Dodge & Cox Inc,19105325.0,2022-06-29,0.0144,906165564.0,TFC
0,"Vanguard Group, Inc. (The)",4662653.0,2022-06-29,0.1121,1550238869.0,TYL
1,Blackrock Inc.,3427895.0,2022-06-29,0.0824,1139706529.0,TYL
2,State Street Corporation,1537497.0,2022-06-29,0.037000000000000005,511187002.0,TYL
3,"Principal Financial Group, Inc.",1464034.0,2022-06-29,0.0352,486762024.0,TYL
4,"AllianceBernstein, L.P.",1447311.0,2022-06-29,0.0348,481201961.0,TYL
5,Apg Asset Management N.V.,1327276.0,2022-06-29,0.0319,441292724.0,TYL
6,"Brown Capital Management, LLC",1135593.0,2022-06-29,0.0273,377561960.0,TYL
7,Capital World Investors,1014729.0,2022-06-29,0.024399999999999998,337377097.0,TYL
8,Ownership Capital B.V.,912284.0,2022-09-29,0.0219,317018690.0,TYL
9,"Franklin Resources, Inc.",904456.0,2022-06-29,0.0218,300713530.0,TYL
0,"Vanguard Group, Inc. (The)",37814421.0,2022-06-29,0.1306,3254309071.0,TSN
1,Blackrock Inc.,23383025.0,2022-06-29,0.08070000000000001,2012343131.0,TSN
2,State Street Corporation,14415878.0,2022-06-29,0.049800000000000004,1240630460.0,TSN
3,"Aristotle Capital Management, LLC",10339367.0,2022-06-29,0.035699999999999996,889805924.0,TSN
4,"FMR, LLC",6538964.0,2022-06-29,0.0226,562743241.0,TSN
5,"Geode Capital Management, LLC",5947768.0,2022-06-29,0.020499999999999997,511864914.0,TSN
6,Price (T.Rowe) Associates Inc,5455041.0,2022-06-29,0.018799999999999997,469460828.0,TSN
7,"Ameriprise Financial, Inc.",5371331.0,2022-06-29,0.018500000000000003,462256745.0,TSN
8,"Charles Schwab Investment Management, Inc.",5285921.0,2022-06-29,0.0183,454906361.0,TSN
9,Northern Trust Corporation,5217416.0,2022-06-29,0.018000000000000002,449010820.0,TSN
0,"Berkshire Hathaway, Inc",119805135.0,2022-06-29,0.0806,5513432312.0,USB
1,"Vanguard Group, Inc. (The)",113680213.0,2022-06-29,0.0765,5231563402.0,USB
2,Blackrock Inc.,99441147.0,2022-06-29,0.0669,4576281584.0,USB
3,State Street Corporation,58688034.0,2022-06-29,0.0395,2700823324.0,USB
4,JP Morgan Chase & Company,38142783.0,2022-06-29,0.025699999999999997,1755330873.0,USB
5,"Geode Capital Management, LLC",24072991.0,2022-06-29,0.016200000000000003,1107839045.0,USB
6,"Charles Schwab Investment Management, Inc.",23571674.0,2022-06-29,0.0159,1084768437.0,USB
7,"FMR, LLC",23223435.0,2022-06-29,0.015600000000000001,1068742478.0,USB
8,Wells Fargo & Company,23210914.0,2022-06-29,0.015600000000000001,1068166262.0,USB
9,Northern Trust Corporation,17818407.0,2022-06-29,0.012,820003090.0,USB
0,"Vanguard Group, Inc. (The)",51167417.0,2022-06-29,0.1575,2355747878.0,UDR
1,Cohen & Steers Inc.,38924552.0,2022-06-29,0.1198,1792086374.0,UDR
2,Blackrock Inc.,34862036.0,2022-06-29,0.1073,1605048137.0,UDR
3,State Street Corporation,20278250.0,2022-06-29,0.062400000000000004,933610630.0,UDR
4,Norges Bank Investment Management,18129085.0,2021-12-30,0.0558,1087563809.0,UDR
5,Invesco Ltd.,12652659.0,2022-06-29,0.038900000000000004,582528420.0,UDR
6,"FMR, LLC",10616907.0,2022-06-29,0.0327,488802398.0,UDR
7,JP Morgan Chase & Company,8059929.0,2022-06-29,0.0248,371079131.0,UDR
8,Daiwa Securities Group Inc.,7219452.0,2022-06-29,0.0222,332383570.0,UDR
9,PGGM Investments,7066821.0,2022-03-30,0.0217,405423520.0,UDR
0,"Vanguard Group, Inc. (The)",5752824.0,2022-06-29,0.11230000000000001,2217598595.0,ULTA
1,Blackrock Inc.,4166354.0,2022-06-29,0.08130000000000001,1606046139.0,ULTA
2,State Street Corporation,2038252.0,2022-06-29,0.0398,785705380.0,ULTA
3,"Wellington Management Group, LLP",1447656.0,2022-06-29,0.028300000000000002,558042434.0,ULTA
4,"Alecta Pensionsforsakring, Omsesidigt",1180605.0,2022-06-29,0.023,455099615.0,ULTA
5,"Geode Capital Management, LLC",1046297.0,2022-06-29,0.0204,403326567.0,ULTA
6,Goldman Sachs Group Inc,940481.0,2022-06-29,0.0184,362536615.0,ULTA
7,"FMR, LLC",752048.0,2022-06-29,0.0147,289899463.0,ULTA
8,"Renaissance Technologies, LLC",701400.0,2022-06-29,0.0137,270375672.0,ULTA
9,Atlanta Capital Management Company LLC,694647.0,2022-06-29,0.013600000000000001,267772525.0,ULTA
0,"Vanguard Group, Inc. (The)",53837492.0,2022-06-29,0.0876,11482460293.0,UNP
1,Blackrock Inc.,44017061.0,2022-06-29,0.0716,9387958770.0,UNP
2,State Street Corporation,27725657.0,2022-06-29,0.0451,5913328124.0,UNP
3,Bank of America Corporation,12344570.0,2022-06-29,0.020099999999999996,2632849889.0,UNP
4,Massachusetts Financial Services Co.,10878730.0,2022-06-29,0.0177,2320215534.0,UNP
5,"Geode Capital Management, LLC",10658746.0,2022-06-29,0.0173,2273297346.0,UNP
6,"Ameriprise Financial, Inc.",8881406.0,2022-06-29,0.0144,1894226271.0,UNP
7,"Wellington Management Group, LLP",8381095.0,2022-06-29,0.013600000000000001,1787519941.0,UNP
8,Morgan Stanley,8183697.0,2022-06-29,0.013300000000000001,1745418896.0,UNP
9,Nuveen Asset Management,7807149.0,2022-06-29,0.0127,1665108738.0,UNP
0,"Vanguard Group, Inc. (The)",35510154.0,2022-06-29,0.1331,1257769654.0,UAL
1,Primecap Management Company,24670328.0,2022-06-29,0.0925,873823017.0,UAL
2,Blackrock Inc.,16968952.0,2022-06-29,0.0636,601040279.0,UAL
3,Capital International Investors,11621734.0,2022-06-29,0.0436,411641818.0,UAL
