Source,Target,Weight
"Vanguard Group, Inc. (The)",PLD,11441537560
Blackrock Inc.,PLD,8702453673
State Street Corporation,PLD,6010896856
JP Morgan Chase & Company,PLD,3499568428
Cohen & Steers Inc.,PLD,2921145144
"FMR, LLC",PLD,2833425422
Apg Asset Management US Inc.,PLD,2388048170
"Geode Capital Management, LLC",PLD,1713151651
Bank of America Corporation,PLD,1709860392
Invesco Ltd.,PLD,1414907371
Blackrock Inc.,PRU,3204583928
"Vanguard Group, Inc. (The)",PRU,3012635400
State Street Corporation,PRU,1695245992
"Geode Capital Management, LLC",PRU,715315927
"Charles Schwab Investment Management, Inc.",PRU,644492442
Morgan Stanley,PRU,583950348
Northern Trust Corporation,PRU,420414379
Invesco Ltd.,PRU,384150416
Legal & General Group PLC,PRU,313533504
Bank Of New York Mellon Corporation,PRU,310773136
Blackrock Inc.,PEG,3281098121
"Vanguard Group, Inc. (The)",PEG,2771568383
State Street Corporation,PEG,1975981912
Capital Research Global Investors,PEG,1824582551
"Geode Capital Management, LLC",PEG,609393803
Invesco Ltd.,PEG,465578170
JP Morgan Chase & Company,PEG,454687239
Legal & General Group PLC,PEG,440747161
Capital World Investors,PEG,403546811
Bank Of New York Mellon Corporation,PEG,394763737
"Vanguard Group, Inc. (The)",PTC,1271160073
Blackrock Inc.,PTC,890925665
"AllianceBernstein, L.P.",PTC,525315559
Price (T.Rowe) Associates Inc,PTC,468570089
Pictet Asset Management SA,PTC,451730618
State Street Corporation,PTC,428243834
Standard Investments LLC,PTC,425891700
Impax Asset Management Group Plc,PTC,381967005
Generation Investment Management LLP,PTC,296336933
"FMR, LLC",PTC,269782027
"Vanguard Group, Inc. (The)",PSA,6318913432
Blackrock Inc.,PSA,5306329136
State Street Corporation,PSA,3574568508
Cohen & Steers Inc.,PSA,3368997675
"Wellington Management Group, LLP",PSA,1362921025
"Geode Capital Management, LLC",PSA,998032947
JP Morgan Chase & Company,PSA,807245152
Northern Trust Corporation,PSA,762881656
Legal & General Group PLC,PSA,703130732
Dimensional Fund Advisors LP,PSA,675797121
"Vanguard Group, Inc. (The)",PHM,1108925867
Blackrock Inc.,PHM,882204143
State Street Corporation,PHM,428330115
Putnam Investments LLC,PHM,361463407
Dimensional Fund Advisors LP,PHM,261325411
"Geode Capital Management, LLC",PHM,215254030
"Greenhaven Associates, Inc.",PHM,198949125
"AllianceBernstein, L.P.",PHM,209153824
Lsv Asset Management,PHM,196598723
First Trust Advisors LP,PHM,194095652
"Vanguard Group, Inc. (The)",QRVO,1150980546
Blackrock Inc.,QRVO,835935617
"Baupost Group, Inc,.(The) LLC",QRVO,657130835
Capital Research Global Investors,QRVO,505821936
Boston Partners,QRVO,502496308
"Vulcan Value Partners, LLC",QRVO,445342160
State Street Corporation,QRVO,439245410
"Geode Capital Management, LLC",QRVO,213158389
"Ameriprise Financial, Inc.",QRVO,202363182
Lsv Asset Management,QRVO,158052589
"Vanguard Group, Inc. (The)",PWR,1964107254
Blackrock Inc.,PWR,1520692563
JP Morgan Chase & Company,PWR,721608952
"FMR, LLC",PWR,707932477
"Peconic Partners, LLC",PWR,685072216
State Street Corporation,PWR,673922346
Invesco Ltd.,PWR,416915433
Capital World Investors,PWR,363687045
"Geode Capital Management, LLC",PWR,348272982
Voya Investment Management LLC,PWR,337150561
"Vanguard Group, Inc. (The)",QCOM,13660697629
Blackrock Inc.,QCOM,10503639296
State Street Corporation,QCOM,6009424830
"FMR, LLC",QCOM,4184454291
"AllianceBernstein, L.P.",QCOM,2825970687
"Geode Capital Management, LLC",QCOM,2497983547
Morgan Stanley,QCOM,2393803018
Price (T.Rowe) Associates Inc,QCOM,2309428832
Bank of America Corporation,QCOM,1883347080
Northern Trust Corporation,QCOM,1692326217
"Vanguard Group, Inc. (The)",DGX,1870568489
Blackrock Inc.,DGX,1787600272
State Street Corporation,DGX,804102533
Bank of America Corporation,DGX,401980587
Victory Capital Management Inc.,DGX,400609829
"American Century Companies, Inc.",DGX,359068340
"Geode Capital Management, LLC",DGX,324025982
Dimensional Fund Advisors LP,DGX,286498893
Morgan Stanley,DGX,253528896
"Davis Selected Advisers, LP",DGX,251307598
Blackrock Inc.,RL,448454760
"Vanguard Group, Inc. (The)",RL,432127254
Price (T.Rowe) Associates Inc,RL,261180303
JP Morgan Chase & Company,RL,236981975
"HS Management Partners, LLC",RL,202981944
Invesco Ltd.,RL,193278945
State Street Corporation,RL,177920017
"Ameriprise Financial, Inc.",RL,101861764
Jupiter Asset Management Limited,RL,87498400
"Geode Capital Management, LLC",RL,82761921
"Vanguard Group, Inc. (The)",RJF,2054120986
Blackrock Inc.,RJF,1631491361
Primecap Management Company,RJF,1215047655
State Street Corporation,RJF,772206005
"Wellington Management Group, LLP",RJF,520384529
"FMR, LLC",RJF,454359893
"Geode Capital Management, LLC",RJF,345713689
Earnest Partners LLC,RJF,294745519
Price (T.Rowe) Associates Inc,RJF,255503827
Massachusetts Financial Services Co.,RJF,246992174
State Street Corporation,RTX,12451049731
"Vanguard Group, Inc. (The)",RTX,11765203485
Blackrock Inc.,RTX,9494354272
Capital Research Global Investors,RTX,7195319072
"Wellington Management Group, LLP",RTX,4488527009
Capital International Investors,RTX,4202706153
Dodge & Cox Inc,RTX,3513626574
JP Morgan Chase & Company,RTX,3184635797
Morgan Stanley,RTX,2879836099
"Geode Capital Management, LLC",RTX,2387550876
"Vanguard Group, Inc. (The)",O,6541045626
Blackrock Inc.,O,3841618669
State Street Corporation,O,3222704294
Cohen & Steers Inc.,O,2402922240
Bank of America Corporation,O,1556320559
Morgan Stanley,O,1211130627
"Geode Capital Management, LLC",O,918740418
JP Morgan Chase & Company,O,677673675
Invesco Ltd.,O,631652647
Dimensional Fund Advisors LP,O,587171223
"Vanguard Group, Inc. (The)",REG,1577090858
Capital World Investors,REG,1170983248
Blackrock Inc.,REG,1004894134
Norges Bank Investment Management,REG,1219111988
State Street Corporation,REG,723450035
"Principal Financial Group, Inc.",REG,438435830
Price (T.Rowe) Associates Inc,REG,327914551
Boston Partners,REG,220023493
"Geode Capital Management, LLC",REG,211878806
PGGM Investments,REG,245118318
"FMR, LLC",REGN,6015456514
Blackrock Inc.,REGN,5608694641
"Vanguard Group, Inc. (The)",REGN,5066424491
Capital World Investors,REGN,3685465600
JP Morgan Chase & Company,REGN,3356691508
State Street Corporation,REGN,3032872267
"Wellington Management Group, LLP",REGN,1408631460
Dodge & Cox Inc,REGN,1339106887
"Geode Capital Management, LLC",REGN,1308823297
Capital International Investors,REGN,1059266536
"Vanguard Group, Inc. (The)",RF,2102601056
Blackrock Inc.,RF,1829896837
State Street Corporation,RF,993510356
"Geode Capital Management, LLC",RF,356178656
Morgan Stanley,RF,323298525
"Charles Schwab Investment Management, Inc.",RF,321195993
Lsv Asset Management,RF,309519956
JP Morgan Chase & Company,RF,307389506
Dimensional Fund Advisors LP,RF,249947025
Invesco Ltd.,RF,223236637
Blackrock Inc.,RSG,2740523542
"Vanguard Group, Inc. (The)",RSG,2354952909
State Street Corporation,RSG,1225147618
Pictet Asset Management SA,RSG,1062329896
Price (T.Rowe) Associates Inc,RSG,945766342
Nordea Investment Management AB,RSG,670720052
JP Morgan Chase & Company,RSG,626958385
"Geode Capital Management, LLC",RSG,572717350
Invesco Ltd.,RSG,518431689
"Allspring Global Investments Holdings, LLC",RSG,515272450
"Vanguard Group, Inc. (The)",RMD,3367085235
Blackrock Inc.,RMD,2795861513
"FMR, LLC",RMD,1576338779
State Street Corporation,RMD,1346975678
"WCM Investment Management, LLC",RMD,1269841931
Capital World Investors,RMD,940614212
"Geode Capital Management, LLC",RMD,625551432
Northern Trust Corporation,RMD,424909318
Invesco Ltd.,RMD,346856942
Ownership Capital B.V.,RMD,324450339
"Vanguard Group, Inc. (The)",RHI,1048138572
Blackrock Inc.,RHI,778305558
Capital World Investors,RHI,373827888
State Street Corporation,RHI,368109438
"Geode Capital Management, LLC",RHI,199758066
"AllianceBernstein, L.P.",RHI,146304579
Acadian Asset Management. LLC,RHI,141467958
"AQR Capital Management, LLC",RHI,140688129
"CIBC Private Wealth Group, LLC",RHI,139504867
Bank of America Corporation,RHI,132954089
"Vanguard Group, Inc. (The)",ROK,2681708077
Blackrock Inc.,ROK,1719680363
Capital World Investors,ROK,916559522
State Street Corporation,ROK,911994326
"Alecta Pensionsforsakring, Omsesidigt",ROK,593597997
JP Morgan Chase & Company,ROK,471349813
"Geode Capital Management, LLC",ROK,448588212
Morgan Stanley,ROK,412189423
UBS Group AG,ROK,391727262
Amundi,ROK,387008398
Blackrock Inc.,ROL,985640605
"Vanguard Group, Inc. (The)",ROL,901403159
Apg Asset Management N.V.,ROL,718485669
"Select Equity Group, Inc.",ROL,430141731
State Street Corporation,ROL,397587910
Kayne Anderson Rudnick Investment Management LLC,ROL,247755479
"Geode Capital Management, LLC",ROL,183911487
Invesco Ltd.,ROL,173416631
"Neuberger Berman Group, LLC",ROL,151052047
Riverbridge Partners LLC,ROL,124383114
Price (T.Rowe) Associates Inc,ROP,4747063311
"Vanguard Group, Inc. (The)",ROP,3655834355
Blackrock Inc.,ROP,2998793015
State Street Corporation,ROP,1633163519
"Franklin Resources, Inc.",ROP,1337910068
Morgan Stanley,ROP,1228868668
"AllianceBernstein, L.P.",ROP,1037095209
"Principal Financial Group, Inc.",ROP,1001240073
"Geode Capital Management, LLC",ROP,701233852
"Akre Capital Management, LLC",ROP,653406219
Price (T.Rowe) Associates Inc,ROST,3487465046
Blackrock Inc.,ROST,2216934327
"Vanguard Group, Inc. (The)",ROST,1939607434
State Street Corporation,ROST,1068052923
"FMR, LLC",ROST,962309860
Primecap Management Company,ROST,794683632
"Geode Capital Management, LLC",ROST,490108342
Victory Capital Management Inc.,ROST,424140951
Massachusetts Financial Services Co.,ROST,420865916
Edgepoint Investment Group Inc.,ROST,316836324
Capital International Investors,RCL,1038580354
"Vanguard Group, Inc. (The)",RCL,823087627
Capital Research Global Investors,RCL,551801493
Blackrock Inc.,RCL,522231432
State Street Corporation,RCL,286317786
JP Morgan Chase & Company,RCL,188412761
Primecap Management Company,RCL,182281203
Canada Pension Plan Investment Board,RCL,163624950
"Geode Capital Management, LLC",RCL,149913628
Capital World Investors,RCL,148029780
"Vanguard Group, Inc. (The)",SPGI,9928530703
Blackrock Inc.,SPGI,9669616378
State Street Corporation,SPGI,5227041203
TCI Fund Management Ltd,SPGI,2955450276
JP Morgan Chase & Company,SPGI,2394956235
"FMR, LLC",SPGI,2207162245
"Wellington Management Group, LLP",SPGI,2192440476
Capital World Investors,SPGI,2076106913
"Geode Capital Management, LLC",SPGI,2072710022
Capital International Investors,SPGI,2057084258
"Vanguard Group, Inc. (The)",CRM,13095258393
Blackrock Inc.,CRM,11401790380
"FMR, LLC",CRM,8083199728
Price (T.Rowe) Associates Inc,CRM,7708529551
State Street Corporation,CRM,7301345174
Morgan Stanley,CRM,3147447637
"Geode Capital Management, LLC",CRM,2734548750
"Fisher Asset Management, LLC",CRM,2586995563
Jennison Associates LLC,CRM,2224430575
"Wellington Management Group, LLP",CRM,2151137301
"Vanguard Group, Inc. (The)",SBAC,5565070046
Blackrock Inc.,SBAC,3039454360
State Street Corporation,SBAC,1603425216
Deutsche Bank Aktiengesellschaft,SBAC,970438647
Price (T.Rowe) Associates Inc,SBAC,956580162
"Principal Financial Group, Inc.",SBAC,936477181
"FMR, LLC",SBAC,920165193
"Geode Capital Management, LLC",SBAC,776834641
Invesco Ltd.,SBAC,766525510
Capital Research Global Investors,SBAC,666948034
"Vanguard Group, Inc. (The)",SLB,4356205028
Blackrock Inc.,SLB,3874239437
State Street Corporation,SLB,3207964194
"FMR, LLC",SLB,1168344569
Norges Bank Investment Management,SLB,938855678
Amundi,SLB,1056897957
Dodge & Cox Inc,SLB,1045569260
Jennison Associates LLC,SLB,1034089370
"Wellington Management Group, LLP",SLB,996672574
"First Eagle Investment Management, LLC",SLB,968331415
"Vanguard Group, Inc. (The)",STX,1761287189
JP Morgan Chase & Company,STX,1025743949
Blackrock Inc.,STX,973007799
"ValueAct Holdings, L.P.",STX,959944280
Bank of America Corporation,STX,639579316
"FMR, LLC",STX,630645815
State Street Corporation,STX,549738372
"ClearBridge Investments, LLC",STX,455973586
"Sanders Capital, LLC",STX,410710131
Lsv Asset Management,STX,354998576
Blackrock Inc.,SEE,1159772346
"Vanguard Group, Inc. (The)",SEE,951154546
Price (T.Rowe) Associates Inc,SEE,891391027
State Street Corporation,SEE,397873483
Janus Henderson Group PLC,SEE,392451209
Bank of America Corporation,SEE,221032159
Kensico Capital Management Corp,SEE,183428388
"Geode Capital Management, LLC",SEE,165042086
Nuveen Asset Management,SEE,128316004
Invesco Ltd.,SEE,121373500
Blackrock Inc.,SRE,4622963532
"Vanguard Group, Inc. (The)",SRE,4143633639
Price (T.Rowe) Associates Inc,SRE,3241999063
State Street Corporation,SRE,2825113567
Capital International Investors,SRE,2770927708
"Wellington Management Group, LLP",SRE,1865170624
Deutsche Bank Aktiengesellschaft,SRE,1129725051
Newport Trust Co,SRE,1119059788
Norges Bank Investment Management,SRE,788094477
"Geode Capital Management, LLC",SRE,837569215
"Vanguard Group, Inc. (The)",NOW,7868326727
Blackrock Inc.,NOW,7685817396
Price (T.Rowe) Associates Inc,NOW,6665781346
State Street Corporation,NOW,3703049706
Morgan Stanley,NOW,3327081720
Capital Research Global Investors,NOW,2306965308
Edgewood Management Company,NOW,1960373045
Capital International Investors,NOW,1727033004
"Franklin Resources, Inc.",NOW,1611649027
"Geode Capital Management, LLC",NOW,1575291719
"Vanguard Group, Inc. (The)",SHW,4651291162
Blackrock Inc.,SHW,3681775864
State Street Corporation,SHW,2406531613
Price (T.Rowe) Associates Inc,SHW,2295300738
Massachusetts Financial Services Co.,SHW,1992446565
"FMR, LLC",SHW,1579071760
Capital International Investors,SHW,1060306996
Capital World Investors,SHW,1013988078
"Geode Capital Management, LLC",SHW,891144782
Fiera Capital Corporation,SHW,837540281
"Vanguard Group, Inc. (The)",SBNY,1109538034
Price (T.Rowe) Associates Inc,SBNY,939920428
Blackrock Inc.,SBNY,827976185
Capital International Investors,SBNY,767371843
State Street Corporation,SBNY,513316400
"Alecta Pensionsforsakring, Omsesidigt",SBNY,471322300
Bank of America Corporation,SBNY,252342733
"FMR, LLC",SBNY,231531434
"Geode Capital Management, LLC",SBNY,228980918
Invesco Ltd.,SBNY,185391132
"Vanguard Group, Inc. (The)",SPG,4605853277
Blackrock Inc.,SPG,3193893408
Cohen & Steers Inc.,SPG,2209654450
State Street Corporation,SPG,2158319341
"Geode Capital Management, LLC",SPG,748685201
"FMR, LLC",SPG,563974583
Morgan Stanley,SPG,520965667
Dimensional Fund Advisors LP,SPG,456493630
Northern Trust Corporation,SPG,452295223
Nuveen Asset Management,SPG,453229711
"Vanguard Group, Inc. (The)",SWKS,1656865751
Blackrock Inc.,SWKS,1284708637
State Street Corporation,SWKS,675145312
"Vulcan Value Partners, LLC",SWKS,429663764
"Geode Capital Management, LLC",SWKS,313228253
Lazard Asset Management LLC,SWKS,284794073
Northern Trust Corporation,SWKS,189284641
Bank Of New York Mellon Corporation,SWKS,169444118
"London Company of Virginia, (The)",SWKS,165646526
Invesco Ltd.,SWKS,163742774
"Vanguard Group, Inc. (The)",SJM,1657549389
Blackrock Inc.,SJM,1220165589
State Street Corporation,SJM,975005446
Stifel Financial Corporation,SJM,341385004
"Geode Capital Management, LLC",SJM,288222579
Lsv Asset Management,SJM,274366265
Invesco Ltd.,SJM,226716974
Massachusetts Financial Services Co.,SJM,213183629
Dimensional Fund Advisors LP,SJM,203121531
Northern Trust Corporation,SJM,177355422
"Vanguard Group, Inc. (The)",SNA,1275246923
Blackrock Inc.,SNA,914062364
State Street Corporation,SNA,441100912
JP Morgan Chase & Company,SNA,261382756
"Geode Capital Management, LLC",SNA,260920524
First Trust Advisors LP,SNA,256136635
"Charles Schwab Investment Management, Inc.",SNA,209990436
Dimensional Fund Advisors LP,SNA,206214947
"Ariel Investments, LLC",SNA,200612990
Northern Trust Corporation,SNA,169746270
Blackrock Inc.,SEDG,1533609121
JP Morgan Chase & Company,SEDG,611519349
"Vanguard Group, Inc. (The)",SEDG,600349374
State Street Corporation,SEDG,549973917
Pictet Asset Management SA,SEDG,477134533
"FMR, LLC",SEDG,413092865
Invesco Ltd.,SEDG,369536420
Schroder Investment Management Group,SEDG,314303417
"William Blair Investment Management, LLC",SEDG,254082048
"Geode Capital Management, LLC",SEDG,249660474
"Vanguard Group, Inc. (The)",SO,6650424795
Blackrock Inc.,SO,5393705275
State Street Corporation,SO,4546405632
Price (T.Rowe) Associates Inc,SO,4232142889
"FMR, LLC",SO,2489935691
Massachusetts Financial Services Co.,SO,2016095145
"Geode Capital Management, LLC",SO,1303456521
"Franklin Resources, Inc.",SO,1174633794
Northern Trust Corporation,SO,848275521
Capital Research Global Investors,SO,813311158
"Vanguard Group, Inc. (The)",LUV,2319752567
Primecap Management Company,LUV,1911467654
State Street Corporation,LUV,1448840636
Price (T.Rowe) Associates Inc,LUV,1205645037
Blackrock Inc.,LUV,1189255081
"FMR, LLC",LUV,604883327
"Ameriprise Financial, Inc.",LUV,571908114
Artisan Partners Limited Partnership,LUV,417997002
"Geode Capital Management, LLC",LUV,410306946
JP Morgan Chase & Company,LUV,408716257
"Vanguard Group, Inc. (The)",SWK,1839956923
Blackrock Inc.,SWK,1193151397
Massachusetts Financial Services Co.,SWK,836817928
State Street Corporation,SWK,821704666
Wells Fargo & Company,SWK,462498137
Morgan Stanley,SWK,340936770
"Barrow, Hanley Mewhinney & Strauss, LLC",SWK,324269064
"Geode Capital Management, LLC",SWK,305187165
"FMR, LLC",SWK,282748593
Capital Research Global Investors,SWK,275424122
"Vanguard Group, Inc. (The)",SBUX,7819711315
Blackrock Inc.,SBUX,5646412531
State Street Corporation,SBUX,3401848598
"Wellington Management Group, LLP",SBUX,1832432854
Bank of America Corporation,SBUX,1643345145
"Geode Capital Management, LLC",SBUX,1549989538
Capital Research Global Investors,SBUX,1495628809
Morgan Stanley,SBUX,1294100989
Northern Trust Corporation,SBUX,1156259206
Price (T.Rowe) Associates Inc,SBUX,1038753129
"Vanguard Group, Inc. (The)",STT,2133200970
Blackrock Inc.,STT,1732498040
Dodge & Cox Inc,STT,1372366236
State Street Corporation,STT,1072294725
Price (T.Rowe) Associates Inc,STT,977159096
"Ameriprise Financial, Inc.",STT,720225446
Bank of America Corporation,STT,666021472
Invesco Ltd.,STT,628722235
"FMR, LLC",STT,600188889
Longview Partners (Guernsey) LTD,STT,510950329
Blackrock Inc.,STLD,1596495719
"Vanguard Group, Inc. (The)",STLD,1322238150
State Street Corporation,STLD,563113782
"FMR, LLC",STLD,541492654
Dimensional Fund Advisors LP,STLD,436872129
Victory Capital Management Inc.,STLD,249126456
Norges Bank Investment Management,STLD,199834551
"Geode Capital Management, LLC",STLD,208308136
"Wellington Management Group, LLP",STLD,171267245
Morgan Stanley,STLD,170524843
"Vanguard Group, Inc. (The)",STE,2411105868
Blackrock Inc.,STE,1684338885
"WCM Investment Management, LLC",STE,963116207
Massachusetts Financial Services Co.,STE,947972116
State Street Corporation,STE,874237827
Apg Asset Management N.V.,STE,698500312
Price (T.Rowe) Associates Inc,STE,493150174
Janus Henderson Group PLC,STE,486992474
"Geode Capital Management, LLC",STE,413727382
Pictet Asset Management SA,STE,347940588
"Vanguard Group, Inc. (The)",SYK,5843174271
Blackrock Inc.,SYK,4659705485
Greenleaf Trust,SYK,3953358766
Price (T.Rowe) Associates Inc,SYK,3959711994
"Wellington Management Group, LLP",SYK,3256018404
State Street Corporation,SYK,2746433348
Capital Research Global Investors,SYK,2139235530
Bank Of New York Mellon Corporation,SYK,1373210010
Fundsmith LLP,SYK,1203496262
"Geode Capital Management, LLC",SYK,1107218121
"Vanguard Group, Inc. (The)",SIVB,2537366386
Blackrock Inc.,SIVB,1807033036
State Street Corporation,SIVB,1112567938
Capital International Investors,SIVB,1016199462
JP Morgan Chase & Company,SIVB,960419764
"Alecta Pensionsforsakring, Omsesidigt",SIVB,849228500
Capital Research Global Investors,SIVB,732392827
Morgan Stanley,SIVB,478411493
Royal Bank of Canada,SIVB,475169415
"Geode Capital Management, LLC",SIVB,466779432
"Vanguard Group, Inc. (The)",SYF,1734826341
Capital World Investors,SYF,1333051127
Blackrock Inc.,SYF,1200118304
"FMR, LLC",SYF,715537419
State Street Corporation,SYF,625679202
Bank of America Corporation,SYF,285794221
"Geode Capital Management, LLC",SYF,280135408
"Arrowstreet Capital, Limited Partnership",SYF,274787043
Goldman Sachs Group Inc,SYF,236075790
Par Capital Management Inc,SYF,220960000
"Vanguard Group, Inc. (The)",SNPS,5321611190
Blackrock Inc.,SNPS,4060360275
Price (T.Rowe) Associates Inc,SNPS,3356922135
State Street Corporation,SNPS,1852424527
JP Morgan Chase & Company,SNPS,1443712356
"Franklin Resources, Inc.",SNPS,1131591059
"FMR, LLC",SNPS,964187671
"Geode Capital Management, LLC",SNPS,926920644
Pictet Asset Management SA,SNPS,917960583
Invesco Ltd.,SNPS,868499089
"Vanguard Group, Inc. (The)",SYY,3934486742
"Wellington Management Group, LLP",SYY,2898323933
Blackrock Inc.,SYY,2670416845
State Street Corporation,SYY,2019783901
JP Morgan Chase & Company,SYY,1449873573
"FMR, LLC",SYY,1070585649
Lazard Asset Management LLC,SYY,925924264
Invesco Ltd.,SYY,859675877
"Trian Fund Management, LP",SYY,744868329
"Geode Capital Management, LLC",SYY,707042264
"Vanguard Group, Inc. (The)",TMUS,6435109953
Blackrock Inc.,TMUS,5637330268
Softbank Group Corporation,TMUS,5350899182
State Street Corporation,TMUS,3186249335
Norges Bank Investment Management,TMUS,2708912269
"FMR, LLC",TMUS,2764210674
Price (T.Rowe) Associates Inc,TMUS,2670175421
Dodge & Cox Inc,TMUS,2247263058
Royal Bank of Canada,TMUS,1593156082
"Geode Capital Management, LLC",TMUS,1539404258
"Vanguard Group, Inc. (The)",TROW,2315666958
Blackrock Inc.,TROW,2211825714
State Street Corporation,TROW,1455535305
JP Morgan Chase & Company,TROW,1103840099
"Sarofim, Fayez",TROW,1032525966
"Geode Capital Management, LLC",TROW,601933728
"Charles Schwab Investment Management, Inc.",TROW,452140647
"American Century Companies, Inc.",TROW,399929467
Bank Of New York Mellon Corporation,TROW,332821631
Morgan Stanley,TROW,311544523
"Vanguard Group, Inc. (The)",TTWO,2153635801
Blackrock Inc.,TTWO,1634269361
Public Investment Fund,TTWO,1398640740
State Street Corporation,TTWO,827497900
"Ameriprise Financial, Inc.",TTWO,686607637
JP Morgan Chase & Company,TTWO,487245446
Capital World Investors,TTWO,459703642
"Geode Capital Management, LLC",TTWO,386545758
Massachusetts Financial Services Co.,TTWO,369172597
Invesco Ltd.,TTWO,320127636
"Vanguard Group, Inc. (The)",TPR,970160939
"FMR, LLC",TPR,449192352
Blackrock Inc.,TPR,447196039
JP Morgan Chase & Company,TPR,420236289
State Street Corporation,TPR,313836030
"Franklin Resources, Inc.",TPR,299885033
"Ameriprise Financial, Inc.",TPR,221263041
"AllianceBernstein, L.P.",TPR,175402529
"American Century Companies, Inc.",TPR,154529962
"Geode Capital Management, LLC",TPR,154466481
Blackrock Inc.,TRGP,1463252264
"Vanguard Group, Inc. (The)",TRGP,1395544775
Blackstone Inc,TRGP,649927907
"Tortoise Capital Advisors, LLC",TRGP,533649933
State Street Corporation,TRGP,528190426
Goldman Sachs Group Inc,TRGP,360036607
Invesco Ltd.,TRGP,356701352
"Wellington Management Group, LLP",TRGP,269926971
"Neuberger Berman Group, LLC",TRGP,262499189
"Kayne Anderson Capital Advisors, L.P.",TRGP,260610574
"Vanguard Group, Inc. (The)",TGT,5998811334
Blackrock Inc.,TGT,5459300870
State Street Corporation,TGT,4708526992
Capital World Investors,TGT,2142848612
Bank of America Corporation,TGT,1750903303
Wells Fargo & Company,TGT,1523874242
"Geode Capital Management, LLC",TGT,1118787340
"Ameriprise Financial, Inc.",TGT,1015712460
Massachusetts Financial Services Co.,TGT,956971796
Northern Trust Corporation,TGT,833488334
"Vanguard Group, Inc. (The)",TEL,3149648831
Price (T.Rowe) Associates Inc,TEL,2853670948
Blackrock Inc.,TEL,2352016010
Capital World Investors,TEL,2140314736
Dodge & Cox Inc,TEL,1933612995
State Street Corporation,TEL,1348044885
"ClearBridge Investments, LLC",TEL,1217126828
Harris Associates L.P.,TEL,910533891
Janus Henderson Group PLC,TEL,806627793
"Ameriprise Financial, Inc.",TEL,753041198
Price (T.Rowe) Associates Inc,TDY,2367732581
"Vanguard Group, Inc. (The)",TDY,1941626751
Blackrock Inc.,TDY,1311605874
"Select Equity Group, Inc.",TDY,892974112
State Street Corporation,TDY,684323676
"FMR, LLC",TDY,597327039
Janus Henderson Group PLC,TDY,562271134
Kayne Anderson Rudnick Investment Management LLC,TDY,466363009
Invesco Ltd.,TDY,404489740
"Geode Capital Management, LLC",TDY,336971065
Price (T.Rowe) Associates Inc,TFX,2049195644
"Vanguard Group, Inc. (The)",TFX,1285566859
Blackrock Inc.,TFX,909164609
"Wellington Management Group, LLP",TFX,739769533
State Street Corporation,TFX,486104208
Janus Henderson Group PLC,TFX,476647096
Atlanta Capital Management Company LLC,TFX,317518716
"American Century Companies, Inc.",TFX,224063510
"Geode Capital Management, LLC",TFX,223113792
Ceredex Value Advisors LLC,TFX,191645975
"Vanguard Group, Inc. (The)",TER,1618959136
Blackrock Inc.,TER,1181200051
"FMR, LLC",TER,879788362
JP Morgan Chase & Company,TER,788721027
"Ameriprise Financial, Inc.",TER,627809259
State Street Corporation,TER,574735661
Baillie Gifford and Company,TER,520750622
Kayne Anderson Rudnick Investment Management LLC,TER,387084979
"Wellington Management Group, LLP",TER,355256760
"Geode Capital Management, LLC",TER,290403217
"Vanguard Group, Inc. (The)",TSLA,45953862877
Blackrock Inc.,TSLA,37286424243
State Street Corporation,TSLA,21406489064
Capital World Investors,TSLA,20316332526
Natixis,TSLA,10284226446
"Geode Capital Management, LLC",TSLA,9933030509
Price (T.Rowe) Associates Inc,TSLA,9584844759
"FMR, LLC",TSLA,7970694733
Jennison Associates LLC,TSLA,6630439436
Baillie Gifford and Company,TSLA,6333046390
"Vanguard Group, Inc. (The)",TXN,13367568591
Blackrock Inc.,TXN,11911438604
State Street Corporation,TXN,5767839846
"Wellington Management Group, LLP",TXN,5225372682
JP Morgan Chase & Company,TXN,3948098670
Bank of America Corporation,TXN,3919328784
Price (T.Rowe) Associates Inc,TXN,3244069607
"Geode Capital Management, LLC",TXN,2968504325
Bank Of New York Mellon Corporation,TXN,2805079573
Massachusetts Financial Services Co.,TXN,2732212136
Price (T.Rowe) Associates Inc,TXT,2048823383
"Vanguard Group, Inc. (The)",TXT,1442394680
Blackrock Inc.,TXT,1019799563
Invesco Ltd.,TXT,570606079
State Street Corporation,TXT,554696489
Boston Partners,TXT,403425671
Adage Capital Partners GP L.L.C.,TXT,378081377
Victory Capital Management Inc.,TXT,351079093
Primecap Management Company,TXT,327502531
"Geode Capital Management, LLC",TXT,256074876
"Vanguard Group, Inc. (The)",TMO,17254608656
Blackrock Inc.,TMO,16533776060
State Street Corporation,TMO,8705213939
Capital World Investors,TMO,7600280210
Price (T.Rowe) Associates Inc,TMO,6925090739
Massachusetts Financial Services Co.,TMO,5758708239
"FMR, LLC",TMO,5424016792
Morgan Stanley,TMO,5402281246
Capital Research Global Investors,TMO,4750730431
"Geode Capital Management, LLC",TMO,3607632911
"Wellington Management Group, LLP",TJX,5726967795
"Vanguard Group, Inc. (The)",TJX,5013192508
Blackrock Inc.,TJX,4245411500
State Street Corporation,TJX,2529331113
"FMR, LLC",TJX,1795510424
Bank Of New York Mellon Corporation,TJX,1684107099
JP Morgan Chase & Company,TJX,1438069753
Bank of America Corporation,TJX,1246085993
